"","weight","state","age","gender","vote","unit"
"6259",3536.0109,37,1,2,2,0
"6260",2773.3158,37,1,1,2,0
"6261",3142.6535,37,2,1,2,0
"6262",3200.0684,37,3,2,2,0
"6263",3502.5004,37,2,2,2,0
"6264",4924.7884,37,0,2,2,0
"6265",3121.2544,37,1,1,2,0
"6266",3055.8224,37,3,1,2,0
"6267",3224.9577,37,3,2,2,0
"6268",3502.5004,37,2,2,1,0
"6269",3093.4407,37,2,1,1,0
"6270",4924.7884,37,0,2,1,0
"6271",2917.644,37,3,2,1,0
"6272",2662.3084,37,3,1,1,0
"6273",3361.4894,37,2,2,2,0
"6274",3063.3019,37,2,1,2,0
"6275",3191.0297,37,2,2,1,0
"6276",3357.6974,37,2,2,1,0
"6277",2874.0741,37,1,2,2,0
"6278",3667.8611,37,1,1,2,0
"6279",3448.8037,37,0,1,2,0
"6280",3571.0453,37,2,1,1,0
"6281",3310.7137,37,0,2,NA,0
"6282",3201.5737,37,1,1,2,0
"6283",2881.6431,37,1,2,2,0
"6284",3521.477,37,1,2,2,0
"6285",4085.124,37,1,2,2,0
"6286",3200.0684,37,3,2,1,0
"6287",3111.7795,37,1,1,1,0
"6288",3357.8364,37,1,2,1,0
"6289",3966.7891,37,0,1,1,0
"6290",3976.364,37,0,2,1,0
"6291",2773.3158,37,1,1,NA,0
"6292",3185.7432,37,2,2,NA,0
"6293",3305.9365,37,NA,2,NA,0
"6294",3967.7243,37,NA,2,NA,0
"6295",3243.4454,37,2,2,2,0
"6296",3621.9691,37,3,1,2,0
"6297",4085.124,37,1,2,2,0
"6298",4801.0103,37,1,1,2,0
"6299",3301.319,37,3,2,2,0
"6300",3063.3019,37,2,1,2,0
"6301",3331.7836,37,2,2,2,0
"6302",3111.7795,37,1,1,NA,0
"6303",3924.1811,37,2,1,2,0
"6304",3305.9365,37,2,2,2,0
"6305",3693.6515,37,2,1,2,0
"6306",3243.4454,37,2,2,2,0
"6307",3647.9039,37,2,1,2,0
"6308",3851.5694,37,2,2,2,0
"6309",3543.8387,37,2,1,2,0
"6310",3848.5685,37,2,2,2,0
"6311",3357.8364,37,1,2,2,0
"6312",3251.0633,37,2,1,1,0
"6313",3030.9987,37,3,1,2,0
"6314",3121.2544,37,1,1,NA,0
"6315",3055.49,37,2,2,NA,0
"6316",3813.4355,37,1,2,2,0
"6317",3549.5471,37,1,1,2,0
"6318",3598.82,37,2,1,2,0
"6319",3784.641,37,2,2,2,0
"6320",3357.8364,37,1,2,1,0
"6321",3153.051,37,2,1,2,0
"6322",3611.6648,37,0,1,1,0
"6323",3653.7419,37,1,2,2,0
"6324",2559.1351,37,3,1,2,0
"6325",4238.0629,37,1,1,2,0
"6326",3798.9852,37,1,2,2,0
"6327",4546.49,37,1,1,2,0
"6328",3665.1449,37,2,1,2,0
"6329",3054.573,37,3,1,1,0
"6330",3224.9577,37,3,2,1,0
"6331",3305.9365,37,2,2,1,0
"6332",4262.3134,37,1,1,1,0
"6333",3517.3675,37,3,1,2,0
"6334",3458.7148,37,2,2,2,0
"6335",3529.7088,37,1,2,2,0
"6336",3976.364,37,0,2,2,0
"6337",3054.573,37,3,1,2,0
"6338",3248.8758,37,3,2,2,0
"6339",4128.9727,37,1,2,2,0
"6340",2884.7511,37,1,1,2,0
"6341",3111.7795,37,1,1,2,0
"6342",3529.7088,37,1,2,2,0
"6343",3645.0618,37,2,1,1,0
"6344",3755.4322,37,2,2,1,0
"6345",3529.7088,37,1,2,2,0
"6346",3694.4711,37,3,2,NA,0
"6347",3470.1521,37,3,1,NA,0
"6348",3633.8058,37,2,1,NA,0
"6349",3111.7795,37,1,1,2,0
"6350",3529.7088,37,1,2,2,0
"6351",3081.1317,37,2,2,2,0
"6352",2559.1351,37,3,1,2,0
"6353",3410.3086,37,1,2,2,0
"6354",3667.8611,37,1,1,2,0
"6355",3057.8724,37,2,2,2,0
"6356",3100.5234,37,3,2,NA,0
"6357",3517.3675,37,3,1,NA,0
"6358",4058.0018,37,2,1,2,0
"6359",3878.5018,37,2,2,2,0
"6360",3598.82,37,2,1,1,0
"6361",2714.27,37,1,2,NA,0
"6362",3055.49,37,NA,2,NA,0
"6363",3153.051,37,NA,1,NA,0
"6364",3286.2155,37,1,2,2,0
"6365",3464.0406,37,2,1,2,0
"6366",3224.9577,37,3,2,2,0
"6367",3054.573,37,3,1,2,0
"6368",3063.3019,37,2,1,2,0
"6369",3361.4894,37,2,2,2,0
"6370",3470.1521,37,3,1,1,0
"6371",3246.5363,37,2,1,2,0
"6372",3142.6535,37,2,1,2,0
"6373",3115.4339,37,2,2,2,0
"6374",3835.1287,37,3,2,2,0
"6375",3361.4894,37,2,2,2,0
"6376",3251.0633,37,2,1,2,0
"6377",3966.7891,37,0,1,1,0
"6378",4001.2406,37,1,1,2,0
"6379",4753.8139,37,2,2,2,0
"6380",3948.7907,37,2,1,2,0
"6381",3652.6112,37,2,2,2,0
"6382",3694.4711,37,3,2,2,0
"6383",3844.356,37,0,2,NA,0
"6384",3307.8301,37,1,1,NA,0
"6385",3153.051,37,2,1,2,0
"6386",3055.49,37,2,2,2,0
"6387",2880.1937,37,0,2,2,0
"6388",3195.1568,37,0,1,2,0
"6389",3276.3493,37,2,1,2,0
"6390",3079.2549,37,2,2,2,0
"6391",3639.7555,37,0,1,2,0
"6392",3546.1012,37,1,2,2,0
"6393",2907.188,37,1,1,2,0
"6394",3136.9422,37,0,2,1,0
"6395",3723.2058,37,3,2,2,0
"6396",3230.4791,37,1,2,2,0
"6397",3476.2562,37,1,2,2,0
"6398",3185.7432,37,2,2,2,0
"6399",3665.1449,37,2,1,2,0
"6400",3813.4355,37,1,2,2,0
"6401",3307.8301,37,1,1,2,0
"6402",3226.4748,37,1,1,2,0
"6403",3633.8058,37,2,1,2,0
"6404",3755.4322,37,2,2,2,0
"6405",3310.7137,37,0,2,2,0
"6406",3195.1568,37,0,1,2,0
"6407",3863.7787,37,0,1,2,0
"6408",3901.4339,37,1,1,2,0
"6409",3585.9039,37,1,2,2,0
"6410",4179.0933,37,0,2,1,0
"6411",3517.3675,37,3,1,2,0
"6412",3034.6027,37,3,1,2,0
"6413",3078.7815,37,2,2,2,0
"6414",3441.857,37,0,1,1,0
"6415",3778.0387,37,1,2,2,0
"6416",3972.4129,37,1,1,2,0
"6417",3100.5234,37,3,2,2,0
"6418",3517.3675,37,3,1,2,0
"6419",3223.8018,37,3,2,2,0
"6420",3109.9039,37,3,2,1,0
"6421",3109.9039,37,3,2,1,0
"6422",3696.3888,37,1,1,1,0
"6423",2944.0332,37,2,2,2,0
"6424",3912.1996,37,2,1,2,0
"6425",2905.2936,37,2,2,2,0
"6426",3825.7637,37,1,2,2,0
"6427",3111.7795,37,1,1,1,0
"6428",3611.6648,37,0,1,1,0
"6429",3093.4407,37,2,1,2,0
"6430",3276.3493,37,2,1,2,0
"6431",3387.6343,37,2,2,2,0
"6432",2830.6099,37,2,1,2,0
"6433",3275.5865,37,2,2,2,0
"6434",3588.9882,37,2,2,2,0
"6435",3200.0684,37,3,2,1,0
"6436",3142.6535,37,2,1,1,0
"6437",3307.8301,37,1,1,1,0
"6438",3645.0618,37,2,1,2,0
"6439",3310.7137,37,0,2,2,0
"6440",3310.7137,37,0,2,2,0
"6441",3030.9987,37,3,1,2,0
"6442",3223.8018,37,3,2,2,0
"6443",3305.7423,37,0,1,1,0
"6444",3224.9577,37,3,2,2,0
"6445",3185.7432,37,2,2,2,0
"6446",4058.0018,37,2,1,2,0
"6447",3305.7423,37,0,1,2,0
"6448",4157.1207,37,0,2,2,0
"6449",4418.5133,37,1,1,1,0
"6450",3532.3166,37,1,2,1,0
"6451",3076.3828,37,2,2,2,0
"6452",3142.6535,37,2,1,2,0
"6453",3121.2544,37,1,1,1,0
"6454",3094.695,37,1,1,1,0
"6455",3310.7137,37,0,2,1,0
"6456",3693.6515,37,2,1,2,0
"6457",3215.8487,37,2,2,2,0
"6458",3503.2936,37,1,2,2,0
"6459",3201.5737,37,NA,1,NA,0
"6460",2693.322,37,NA,2,NA,0
"6461",3145.5308,37,1,1,2,0
"6462",4603.5179,37,0,2,1,0
"6463",3979.4645,37,0,2,2,0
"6464",3969.8821,37,0,1,1,0
"6465",3076.3828,37,2,2,2,0
"6466",3142.6535,37,2,1,2,0
"6467",3230.4791,37,1,2,2,0
"6468",3660.7812,37,2,1,NA,0
"6469",3721.2773,37,2,2,2,0
"6470",3543.8387,37,2,1,2,0
"6471",3248.8758,37,3,2,2,0
"6472",3054.573,37,3,1,2,0
"6473",3529.7088,37,1,2,2,0
"6474",3111.7795,37,1,1,2,0
"6475",3121.2544,37,1,1,2,0
"6476",3357.8364,37,1,2,2,0
"6477",3633.8058,37,2,1,2,0
"6478",3755.4322,37,2,2,2,0
"6479",6108.7605,37,1,2,2,0
"6480",3361.4894,37,2,2,2,0
"6481",2874.0741,37,1,2,1,0
"6482",3252.0714,37,1,1,2,0
"6483",2881.6431,37,1,2,2,0
"6484",4354.7536,37,1,1,NA,0
"6485",4153.6627,37,1,2,NA,0
"6486",3153.051,37,2,1,1,0
"6487",3606.8218,37,2,1,2,0
"6488",3218.4133,37,2,2,2,0
"6489",3109.9039,37,3,2,2,0
"6490",3643.131,37,NA,2,NA,0
"6491",2830.6099,37,NA,1,NA,0
"6492",4058.0018,37,2,1,1,0
"6493",3537.1856,37,2,1,2,0
"6494",3074.1737,37,2,2,2,0
"6495",3458.7148,37,2,2,2,0
"6496",3537.1856,37,2,1,2,0
"6497",3248.8758,37,3,2,NA,0
"6498",3177.5747,37,2,1,NA,0
"6499",3997.6418,37,0,1,NA,0
"6500",4357.4206,37,1,1,2,0
"6501",3638.8011,37,0,2,2,0
"6502",3055.49,37,2,2,2,0
"6503",3153.051,37,2,1,2,0
"6504",3246.5363,37,2,1,2,0
"6505",3331.7836,37,2,2,2,0
"6506",3032.2384,37,3,1,1,0
"6507",3361.4894,37,2,2,1,0
"6508",3466.6441,37,3,1,2,0
"6509",3431.3453,37,3,2,1,0
"6510",3109.9039,37,3,2,2,0
"6511",3585.9039,37,1,2,2,0
"6512",3606.8218,37,2,1,2,0
"6513",4179.0933,37,0,2,NA,0
"6514",3901.4339,37,NA,1,NA,0
"6515",3948.7907,37,NA,1,NA,0
"6516",2905.2936,37,NA,2,NA,0
"6517",3745.6446,37,2,1,2,0
"6518",3431.3453,37,3,2,2,0
"6519",3252.0714,37,1,1,1,0
"6520",3571.0453,37,2,1,2,0
"6521",3848.5685,37,2,2,2,0
"6522",4262.3134,37,1,1,2,0
"6523",3305.9365,37,2,2,2,0
"6524",3305.7423,37,NA,1,NA,0
"6525",3218.4133,37,NA,2,NA,0
"6526",5962.0676,37,0,1,2,0
"6527",4629.7338,37,0,2,2,0
"6528",3265.8124,37,2,2,2,0
"6529",3305.9365,37,2,2,1,0
"6530",3243.1345,37,2,2,2,0
"6531",3535.0708,37,1,2,1,0
"6532",4265.6368,37,1,1,2,0
"6533",3052.1104,37,2,2,2,0
"6534",3305.9365,37,2,2,1,0
"6535",4596.1941,37,0,1,1,0
"6536",3210.7195,37,2,2,2,0
"6537",4058.0018,37,2,1,2,0
"6538",4157.1207,37,0,2,2,0
"6539",4271.0256,37,1,1,1,0
"6540",7865.258,37,0,1,2,0
"6541",4219.2168,37,0,2,2,0
"6542",3533.9265,37,1,2,1,0
"6543",3655.411,37,2,1,1,0
"6544",3081.1317,37,2,2,2,0
"6545",4874.2959,37,1,1,2,0
"6546",2963.7762,37,1,1,2,0
"6547",3924.1811,37,2,1,2,0
"6548",3305.9365,37,2,2,2,0
"6549",3054.573,37,3,1,1,0
"6550",3248.8758,37,3,2,1,0
"6551",4268.3354,37,2,1,2,0
"6552",3533.9265,37,1,2,2,0
"6553",5038.308,37,0,2,2,0
"6554",3113.4423,37,1,2,2,0
"6555",3606.8218,37,2,1,NA,0
"6556",3585.9039,37,1,2,NA,0
"6557",3681.4996,37,2,2,NA,0
"6558",3825.7637,37,1,2,2,0
"6559",3111.7795,37,1,1,2,0
"6560",2880.1937,37,0,2,2,0
"6561",2693.322,37,1,2,2,0
"6562",3252.0714,37,1,1,2,0
"6563",3884.567,37,1,1,2,0
"6564",3694.4711,37,NA,2,NA,0
"6565",3645.0618,37,NA,1,NA,0
"6566",3694.4711,37,3,2,2,0
"6567",3420.1737,37,1,2,2,0
"6568",3032.2384,37,3,1,2,0
"6569",3200.0684,37,3,2,2,0
"6570",3972.4129,37,1,1,NA,0
"6571",3813.4355,37,1,2,1,0
"6572",3549.5471,37,1,1,1,0
"6573",3331.7836,37,2,2,1,0
"6574",3538.4169,37,3,1,2,0
"6575",2773.3158,37,1,1,1,0
"6576",3218.4133,37,2,2,1,0
"6577",3476.2562,37,1,2,2,0
"6578",2773.3158,37,1,1,2,0
"6579",3223.8018,37,3,2,2,0
"6580",4418.5133,37,1,1,2,0
"6581",3778.0387,37,1,2,2,0
"6582",3223.8018,37,3,2,2,0
"6583",3030.9987,37,3,1,2,0
"6584",3100.5234,37,3,2,2,0
"6585",3538.4169,37,3,1,2,0
"6586",3109.9039,37,3,2,2,0
"6587",3901.4339,37,1,1,2,0
"6588",3476.2562,37,1,2,2,0
"6589",3976.364,37,0,2,2,0
"6590",3179.9227,37,NA,2,NA,0
"6591",3109.9039,37,3,2,1,0
"6592",3972.4129,37,1,1,2,0
"6593",3216.5732,37,1,2,2,0
"6594",3967.7243,37,0,2,2,0
"6595",4596.1941,37,0,1,2,0
"6596",3954.7024,37,2,1,2,0
"6597",3485.6158,37,2,2,2,0
"6598",4271.0256,37,1,1,NA,0
"6599",3848.8955,37,0,2,2,0
"6600",3585.9039,37,1,2,2,0
"6601",2751.3077,37,2,2,1,0
"6602",3554.0351,37,2,1,1,0
"6603",3276.3493,37,2,1,2,0
"6604",4695.5124,37,1,1,2,0
"6605",3216.5732,37,1,2,1,0
"6606",8089.5982,37,0,1,2,0
"6607",5624.0302,37,0,2,1,0
"6608",4089.5639,37,NA,1,NA,0
"6609",3210.5212,37,NA,2,NA,0
"6610",2794.886,37,NA,1,NA,0
"6611",3745.6446,37,2,1,2,0
"6612",3721.2773,37,2,2,2,0
"6613",2884.7511,37,NA,1,NA,0
"6614",3536.0109,37,NA,2,NA,0
"6615",4238.0629,37,1,1,2,0
"6616",3798.9852,37,1,2,2,0
"6617",3615.4498,37,1,2,2,0
"6618",5548.4956,37,1,1,2,0
"6619",3863.7787,37,0,1,2,0
"6620",3863.7787,37,0,1,1,0
"6621",3748.0497,37,2,1,2,0
"6622",3458.7148,37,2,2,2,0
"6623",3470.1521,37,3,1,2,0
"6624",2634.812,37,3,2,1,0
"6625",2559.1351,37,3,1,2,0
"6626",3538.4169,37,3,1,2,0
"6627",3081.1317,37,3,2,2,0
"6628",4089.5639,37,2,1,2,0
"6629",3210.5212,37,2,2,2,0
"6630",3606.8218,37,2,1,2,0
"6631",3218.4133,37,2,2,NA,0
"6632",2987.987,37,1,1,2,0
"6633",3243.4454,37,2,2,NA,0
"6634",3634.8747,37,2,1,NA,0
"6635",3550.1111,37,1,1,2,0
"6636",3628.4012,37,NA,2,NA,0
"6637",3696.3888,37,1,1,2,0
"6638",3784.641,37,2,2,2,0
"6639",3997.6418,37,0,1,1,0
"6640",3874.2564,37,0,2,1,0
"6641",3532.3166,37,1,2,1,0
"6642",3967.7243,37,0,2,1,0
"6643",3240.6077,37,2,2,2,0
"6644",3663.6356,37,2,1,2,0
"6645",3146.2324,37,2,2,2,0
"6646",2693.322,37,1,2,2,0
"6647",3252.0714,37,1,1,2,0
"6648",3109.9039,37,3,2,1,0
"6649",3807.4233,37,1,2,1,0
"6650",2662.3084,37,3,1,2,0
"6651",4735.8543,37,1,1,2,0
"6652",4005.6114,37,0,1,2,0
"6653",3109.9039,37,3,2,1,0
"6654",5667.7726,37,0,2,2,0
"6655",3798.9852,37,1,2,1,0
"6656",4418.5133,37,1,1,1,0
"6657",2559.1351,37,3,1,2,0
"6658",2823.2243,37,1,2,2,0
"6659",3121.2544,37,1,1,2,0
"6660",3357.8364,37,1,2,2,0
"6661",4028.5086,37,0,2,2,0
"6662",3966.7891,37,0,1,2,0
"6663",2970.7666,37,3,1,2,0
"6664",3052.2756,37,2,2,2,0
"6665",3477.5881,37,1,1,2,0
"6666",3748.205,37,1,2,2,0
"6667",3619.574,37,3,2,2,0
"6668",2902.5952,37,0,2,2,0
"6669",3696.3888,37,1,1,2,0
"6670",3562.5657,37,1,2,2,0
"6671",3048.6952,37,1,1,1,0
"6672",3093.3181,37,1,2,2,0
"6673",3946.8397,37,0,2,1,0
"6674",4175.9046,37,1,1,2,0
"6675",3721.9693,37,1,2,2,0
"6676",3763.2169,37,2,1,2,0
"6677",3159.9336,37,3,2,2,0
"6678",3089.13,37,2,1,1,0
"6679",2993.5469,37,2,2,1,0
"6680",3822.3411,37,1,1,1,0
"6681",3262.8466,37,3,2,1,0
"6682",3521.1552,37,3,1,NA,0
"6683",4157.755,37,1,2,2,0
"6684",3174.9117,37,2,2,1,0
"6685",3672.0665,37,2,1,1,0
"6686",3252.0714,37,1,1,2,0
"6687",2874.0741,37,1,2,2,0
"6688",3135.1942,37,3,2,2,0
"6689",2969.552,37,3,1,2,0
"6690",3447.399,37,1,2,1,0
"6691",3151.3645,37,1,2,1,0
"6692",3891.8812,37,1,1,1,0
"6693",3887.2876,37,0,2,1,0
"6694",2815.8087,37,1,2,2,0
"6695",3954.7024,37,2,1,2,0
"6696",3124.6385,37,3,2,2,0
"6697",3868.7379,37,2,1,2,0
"6698",3388.5971,37,2,2,2,0
"6699",4815.8525,37,0,1,2,0
"6700",4192.7062,37,0,2,2,0
"6701",3785.4493,37,0,1,1,0
"6702",3785.4493,37,0,1,NA,0
"6703",3151.3645,37,1,2,2,0
"6704",4503.0166,37,0,1,2,0
"6705",4133.6817,37,0,2,2,0
"6706",3891.8812,37,1,1,2,0
"6707",3741.7654,37,0,2,2,0
"6708",4133.6817,37,0,2,2,0
"6709",3721.9693,37,1,2,2,0
"6710",4328.938,37,1,1,2,0
"6711",2415.3584,37,3,1,2,0
"6712",2908.0283,37,3,2,2,0
"6713",2908.0283,37,3,2,2,0
"6714",2970.7666,37,3,1,2,0
"6715",3014.0161,37,2,2,2,0
"6716",3927.5601,37,0,2,2,0
"6717",3037.6673,37,3,2,2,0
"6718",3238.9161,37,2,2,1,0
"6719",4503.0166,37,0,1,1,0
"6720",3736.1267,37,1,2,2,0
"6721",3048.6952,37,1,1,2,0
"6722",3476.2562,37,1,2,1,0
"6723",3458.152,37,1,2,2,0
"6724",3048.6952,37,1,1,1,0
"6725",3037.6673,37,3,2,2,0
"6726",3924.1811,37,2,1,2,0
"6727",3778.0387,37,1,2,NA,0
"6728",2874.0741,37,1,2,1,0
"6729",3252.0714,37,1,1,2,0
"6730",3057.978,37,1,1,NA,0
"6731",3458.152,37,1,2,NA,0
"6732",3895.7522,37,0,2,NA,0
"6733",3886.3714,37,0,1,NA,0
"6734",3057.978,37,1,1,NA,0
"6735",3458.152,37,1,2,NA,0
"6736",3240.7713,37,NA,1,NA,0
"6737",3646.4109,37,1,2,NA,0
"6738",3478.3377,37,0,1,NA,0
"6739",3533.7016,37,2,1,2,0
"6740",3513.2078,37,1,2,2,0
"6741",3447.4011,37,2,2,1,0
"6742",3873.9796,37,2,1,NA,0
"6743",3488.3336,37,2,2,NA,0
"6744",4957.5973,37,0,1,NA,0
"6745",3305.7237,37,2,2,2,0
"6746",3283.0324,37,1,1,2,0
"6747",3560.1386,37,2,1,2,0
"6748",2675.9321,37,1,2,2,0
"6749",4328.938,37,1,1,2,0
"6750",3701.4475,37,1,2,2,0
"6751",3701.4475,37,1,2,1,0
"6752",4328.938,37,1,1,1,0
"6753",2826.2693,37,1,1,2,0
"6754",3464.3263,37,1,2,2,0
"6755",3763.2169,37,2,1,2,0
"6756",3011.8518,37,2,2,2,0
"6757",3089.13,37,2,1,2,0
"6758",3891.8812,37,1,1,2,0
"6759",3844.6272,37,2,1,2,0
"6760",2415.3584,37,3,1,2,0
"6761",3304.1309,37,0,2,2,0
"6762",2919.6457,37,2,1,2,0
"6763",3120.2833,37,1,2,2,0
"6764",4911.4703,37,0,1,2,0
"6765",2969.552,37,3,1,2,0
"6766",3335.3843,37,1,2,2,0
"6767",3927.5601,37,0,2,2,0
"6768",3388.5971,37,2,2,2,0
"6769",3763.2169,37,2,1,1,0
"6770",3385.0782,37,2,2,2,0
"6771",3048.6952,37,1,1,2,0
"6772",3048.6952,37,1,1,2,0
"6773",3289.7638,37,1,2,2,0
"6774",3158.4466,37,3,2,2,0
"6775",3153.1673,37,2,2,NA,0
"6776",3405.7829,37,1,2,2,0
"6777",3732.2866,37,1,1,2,0
"6778",3498.6504,37,2,1,2,0
"6779",3121.1595,37,2,2,2,0
"6780",3262.1279,37,2,1,2,0
"6781",3477.8125,37,1,2,2,0
"6782",2674.7277,37,2,2,2,0
"6783",3158.4466,37,3,2,2,0
"6784",3388.5971,37,2,2,NA,0
"6785",3763.2169,37,2,1,NA,0
"6786",4815.8525,37,0,1,NA,0
"6787",3780.1464,37,2,1,2,0
"6788",2930.1732,37,2,2,2,0
"6789",3868.7379,37,NA,1,NA,0
"6790",3533.7016,37,2,1,2,0
"6791",3153.1673,37,2,2,1,0
"6792",4072.8445,37,0,2,1,0
"6793",3426.2825,37,1,1,1,0
"6794",2704.4277,37,1,2,1,0
"6795",3037.0996,37,0,2,1,0
"6796",3844.6272,37,2,1,2,0
"6797",3238.9161,37,2,2,2,0
"6798",3721.9693,37,1,2,2,0
"6799",3818.2081,37,2,2,2,0
"6800",2993.5469,37,2,2,1,0
"6801",3594.2011,37,1,2,1,0
"6802",5337.3089,37,0,1,1,0
"6803",6219.052,37,0,1,1,0
"6804",3976.8796,37,2,2,2,0
"6805",3669.7101,37,2,1,2,0
"6806",3748.205,37,1,2,2,0
"6807",4336.5279,37,1,1,1,0
"6808",3201.5737,37,1,1,2,0
"6809",2880.1937,37,0,2,2,0
"6810",3214.0728,37,2,1,2,0
"6811",3548.8684,37,2,2,2,0
"6812",3078.9433,37,2,1,NA,0
"6813",3052.2756,37,2,2,NA,0
"6814",2512.7352,37,3,1,2,0
"6815",2993.5469,37,2,2,2,0
"6816",3185.1553,37,2,1,2,0
"6817",3048.6952,37,1,1,1,0
"6818",3513.2078,37,1,2,2,0
"6819",3293.3428,37,2,2,2,0
"6820",3975.735,37,2,1,2,0
"6821",3153.1673,37,2,2,2,0
"6822",3185.7432,37,2,2,2,0
"6823",3329.6286,37,2,1,2,0
"6824",3646.4109,37,1,2,NA,0
"6825",3355.5256,37,2,1,2,0
"6826",3210.5212,37,2,2,2,0
"6827",3145.6295,37,2,2,2,0
"6828",2969.552,37,3,1,2,0
"6829",2512.7352,37,3,1,2,0
"6830",4380.6467,37,0,1,2,0
"6831",3741.7654,37,0,2,2,0
"6832",3741.7654,37,0,2,NA,0
"6833",4152.1458,37,1,1,NA,0
"6834",3001.2003,37,2,1,2,0
"6835",3264.2392,37,2,2,2,0
"6836",3477.5881,37,1,1,1,0
"6837",3748.205,37,1,2,2,0
"6838",3669.7101,37,2,1,2,0
"6839",3516.2296,37,2,2,2,0
"6840",2512.7352,37,2,1,2,0
"6841",3346.9863,37,2,2,2,0
"6842",3533.7016,37,2,1,2,0
"6843",3513.2078,37,1,2,2,0
"6844",4094.3717,37,0,2,2,0
"6845",2927.4123,37,1,1,1,0
"6846",3447.399,37,1,2,1,0
"6847",3701.4475,37,1,2,2,0
"6848",4152.1458,37,1,1,2,0
"6849",3180.7201,37,2,1,2,0
"6850",2993.5469,37,2,2,2,0
"6851",3533.7016,37,2,1,2,0
"6852",3153.1673,37,2,2,2,0
"6853",3372.0811,37,0,1,1,0
"6854",3046.8577,37,3,2,2,0
"6855",2826.2693,37,1,1,1,0
"6856",5191.7207,37,0,2,2,0
"6857",3818.2081,37,2,2,2,0
"6858",3130.3822,37,0,1,1,0
"6859",2821.8043,37,0,2,2,0
"6860",3498.6504,37,2,1,1,0
"6861",4612.5784,37,1,2,2,0
"6862",3122.1778,37,3,1,2,0
"6863",3293.3428,37,2,2,2,0
"6864",4531.2811,37,1,1,2,0
"6865",3335.3843,37,1,2,2,0
"6866",2576.1811,37,NA,2,NA,0
"6867",3014.0161,37,2,2,1,0
"6868",3031.957,37,1,1,2,0
"6869",2638.721,37,1,2,2,0
"6870",3464.3263,37,1,2,1,0
"6871",3822.3411,37,1,1,2,0
"6872",4470.5627,37,1,1,1,0
"6873",3101.5902,37,1,2,2,0
"6874",3048.6952,37,1,1,1,0
"6875",3158.4466,37,3,2,2,0
"6876",4028.5328,37,2,1,2,0
"6877",3770.5475,37,2,2,2,0
"6878",3498.6504,37,2,1,2,0
"6879",3891.8812,37,1,1,2,0
"6880",3460.7068,37,1,2,2,0
"6881",3822.3411,37,1,1,1,0
"6882",4169.1136,37,1,2,2,0
"6883",3089.13,37,2,1,2,0
"6884",3140.5619,37,1,2,2,0
"6885",5236.7714,37,1,1,2,0
"6886",3158.4466,37,3,2,2,0
"6887",3158.4466,37,3,2,2,0
"6888",2969.552,37,3,1,2,0
"6889",2647.4982,37,1,2,1,0
"6890",4181.5965,37,0,1,1,0
"6891",3264.2392,37,2,2,2,0
"6892",2898.6864,37,1,2,1,0
"6893",2970.7666,37,3,1,2,0
"6894",2969.552,37,3,1,2,0
"6895",3057.978,37,1,1,2,0
"6896",3089.13,37,2,1,NA,0
"6897",3012.7126,37,3,1,2,0
"6898",3142.6535,37,2,1,2,0
"6899",3185.1553,37,2,1,2,0
"6900",2993.5469,37,2,2,1,0
"6901",3361.7825,37,3,2,2,0
"6902",3396.3657,37,3,1,2,0
"6903",2821.8043,37,0,2,2,0
"6904",4180.8045,37,0,1,NA,0
"6905",3052.3281,37,0,2,2,0
"6906",3130.3822,37,0,1,1,0
"6907",3399.8026,37,3,1,2,0
"6908",3361.7825,37,3,2,2,0
"6909",3770.5475,37,2,2,2,0
"6910",3679.2993,37,2,2,2,0
"6911",3240.7713,37,1,1,2,0
"6912",3736.1267,37,1,2,2,0
"6913",3158.4466,37,3,2,2,0
"6914",3158.4466,37,3,2,2,0
"6915",3346.9863,37,2,2,2,0
"6916",2919.6457,37,2,1,2,0
"6917",3158.4466,37,3,2,2,0
"6918",4014.0468,37,1,2,2,0
"6919",3812.1191,37,1,2,2,0
"6920",3390.2757,37,2,2,1,0
"6921",3552.1484,37,0,1,2,0
"6922",3723.2058,37,3,2,1,0
"6923",3136.6691,37,1,1,1,0
"6924",2821.8043,37,0,2,1,0
"6925",3741.7654,37,0,2,NA,0
"6926",4615.9212,37,1,1,NA,0
"6927",2993.5469,37,2,2,2,0
"6928",3185.1553,37,2,1,2,0
"6929",3516.2296,37,2,2,NA,0
"6930",3399.8026,37,3,1,NA,0
"6931",3396.3657,37,3,1,2,0
"6932",3976.8796,37,2,2,2,0
"6933",3560.1386,37,2,1,NA,0
"6934",2815.8087,37,1,2,NA,0
"6935",3378.887,37,0,1,NA,0
"6936",3121.1965,37,1,1,1,0
"6937",2638.721,37,NA,2,NA,0
"6938",3031.957,37,NA,1,NA,0
"6939",3399.8026,37,3,1,1,0
"6940",3361.7825,37,3,2,NA,0
"6941",2904.4656,37,1,1,2,0
"6942",2203.5469,37,1,2,2,0
"6943",3186.1431,37,1,1,1,0
"6944",2638.721,37,1,2,2,0
"6945",3593.5035,37,1,1,1,0
"6946",2815.8087,37,1,2,1,0
"6947",3243.5965,37,0,2,1,0
"6948",3560.1386,37,2,1,2,0
"6949",3542.1547,37,1,2,2,0
"6950",3031.957,37,1,1,1,0
"6951",2823.2243,37,1,2,2,0
"6952",2638.721,37,1,2,1,0
"6953",3186.1431,37,1,1,1,0
"6954",2815.8087,37,1,2,1,0
"6955",3785.4493,37,0,1,1,0
